,Date,Open,High,Low,Close,Volume,ATR14,SMA30,20-period CMF
54,2015.11.16,1.0860100000000001,1.09648,1.08325,1.0923,88334,0.011742142857142892,1.0758260000000002,-0.07121531199864567
55,2015.11.17,1.09162,1.10289,1.0911600000000001,1.0986,101662,0.011245714285714303,1.0759626666666666,-0.08489635740503372
56,2015.11.18,1.0972899999999999,1.10114,1.09336,1.09812,101632,0.01089428571428573,1.0762473333333336,-0.05999319282010047
57,2015.11.19,1.0977700000000001,1.10179,1.09351,1.0951899999999999,116689,0.010879285714285711,1.0764876666666667,-0.05165246703394893
58,2015.11.20,1.09295,1.10366,1.09095,1.1002299999999998,104189,0.011072142857142864,1.0767283333333337,-0.04714682837004557
59,2015.11.23,1.10123,1.1064,1.09971,1.10257,94138,0.00962357142857143,1.0769713333333335,-0.022256473390305037
60,2015.11.24,1.10275,1.10851,1.10146,1.10649,95305,0.009340714285714289,1.0775076666666668,0.023911929653754455
61,2015.11.25,1.10554,1.10828,1.10174,1.10174,119992,0.009177857142857127,1.0784200000000002,-0.04004620700132994
62,2015.11.26,1.0996299999999999,1.1040299999999998,1.0953600000000001,1.09903,120400,0.009182857142857112,1.0794156666666666,-0.001664542606219799
63,2015.11.27,1.0984399999999999,1.10299,1.09751,1.0997299999999999,101635,0.009170714285714239,1.0806193333333334,0.0158614765718934
64,2015.11.30,1.09988,1.1019299999999999,1.0967200000000001,1.09725,89701,0.008849999999999929,1.081641,-0.048632423969809935
65,2015.12.01,1.09533,1.0988200000000001,1.09228,1.0962399999999999,131675,0.008958571428571371,1.0823646666666666,-0.08785086093889066
66,2015.12.02,1.0946799999999999,1.10275,1.09446,1.0998299999999999,132932,0.008247857142857093,1.0832186666666666,-0.07649320613643452
67,2015.12.03,1.09871,1.1047200000000001,1.09646,1.09675,172959,0.008318571428571382,1.0844276666666666,-0.1365661253356227
68,2015.12.04,1.0967799999999999,1.10055,1.08569,1.0860100000000001,153512,0.008434999999999955,1.0850863333333334,-0.16634606057596288
69,2015.12.07,1.08808,1.0959,1.0866,1.0932899999999999,112901,0.008303571428571395,1.0859510000000003,-0.15691346278812382
70,2015.12.08,1.09219,1.0948,1.08413,1.08495,109651,0.00850999999999997,1.0866980000000004,-0.18648856247050302
71,2015.12.09,1.08417,1.09407,1.07044,1.07539,137717,0.00960642857142854,1.0871720000000002,-0.22111885648673496
72,2015.12.10,1.0747799999999998,1.08416,1.0705,1.07765,123646,0.009674285714285682,1.0878860000000004,-0.2555868207072644
73,2015.12.11,1.077,1.0783399999999999,1.06764,1.06808,106419,0.009960714285714243,1.0884280000000004,-0.2577864681014062
74,2015.12.14,1.0714,1.07433,1.06619,1.0707799999999998,107735,0.010038571428571388,1.088821666666667,-0.2636764093173132
75,2015.12.15,1.07053,1.07202,1.0609,1.06247,117619,0.010365714285714247,1.0883093333333336,-0.30941217501141455
76,2015.12.16,1.0624,1.0690600000000001,1.0613,1.06275,136299,0.010300714285714283,1.087625,-0.3502346104001747
77,2015.12.17,1.0621200000000002,1.0682200000000002,1.05818,1.06271,130540,0.010626428571428592,1.0870633333333335,-0.3246210272814518
78,2015.12.18,1.0621399999999999,1.06775,1.0615299999999999,1.06445,111656,0.010698571428571477,1.0866236666666669,-0.346376179147087
79,2015.12.21,1.06408,1.06571,1.05926,1.0626200000000001,73102,0.010692142857142881,1.0861066666666668,-0.34242588290952436
80,2015.12.22,1.06216,1.06345,1.05799,1.06241,86104,0.01049000000000003,1.085648666666667,-0.3384441759807023
81,2015.12.23,1.0626,1.0676700000000001,1.06045,1.06396,74232,0.010415714285714322,1.0852600000000003,-0.2944830672527263
82,2015.12.24,1.06388,1.06789,1.0620100000000001,1.06368,52209,0.009774285714285751,1.0844270000000003,-0.30516462798300403
83,2015.12.28,1.06368,1.0644799999999999,1.0581,1.05823,51738,0.009523571428571456,1.0834500000000002,-0.32576174052494056
84,2015.12.29,1.05797,1.0621200000000002,1.05657,1.06136,57918,0.009157857142857186,1.0824186666666669,-0.27845609845790453
85,2015.12.30,1.06132,1.0665,1.05975,1.06408,72539,0.007952142857142899,1.0812680000000003,-0.28963986830328897
86,2015.12.31,1.06388,1.06877,1.0616,1.0665799999999999,69401,0.007488571428571463,1.080216666666667,-0.3045492622984211
87,2016.01.04,1.06607,1.07061,1.0619399999999999,1.06461,120694,0.007343571428571481,1.0791973333333336,-0.255417421087474
88,2016.01.05,1.06433,1.07168,1.0626799999999998,1.0673700000000002,103584,0.007405000000000058,1.0781020000000003,-0.184587933340984
89,2016.01.06,1.06787,1.07261,1.06234,1.06405,132514,0.007344285714285771,1.0768180000000003,-0.2525750538295128
90,2016.01.07,1.06443,1.06629,1.0537,1.0570899999999999,156738,0.007689285714285747,1.0751713333333337,-0.23657459688227528
91,2016.01.08,1.05684,1.06616,1.05641,1.06155,159353,0.007668571428571437,1.073831666666667,-0.19068507229616316
92,2016.01.11,1.06145,1.06982,1.06023,1.06542,153103,0.007909285714285714,1.0727113333333338,-0.18468739235439938
93,2016.01.12,1.06574,1.0717,1.06217,1.0676700000000001,138770,0.008129285714285728,1.071642666666667,-0.1253066388032572
94,2016.01.13,1.0674700000000001,1.0718299999999998,1.06525,1.06682,125789,0.008209285714285712,1.0706283333333337,-0.16168515939547035
95,2016.01.14,1.06741,1.07978,1.06609,1.07813,168163,0.008671428571428552,1.070024666666667,-0.06041538725065473
96,2016.01.15,1.0781,1.08081,1.05935,1.06021,158098,0.009784285714285705,1.0687040000000003,-0.08716425734803432
97,2016.01.18,1.06487,1.06933,1.06264,1.06329,117477,0.009979999999999989,1.067588666666667,-0.12520302732258193
98,2016.01.19,1.06308,1.0783399999999999,1.06245,1.07656,148416,0.010718571428571402,1.0672736666666671,-0.06817958743083144
99,2016.01.20,1.07588,1.08395,1.072,1.07374,185160,0.011089999999999964,1.0666220000000004,-0.12249302841835531
100,2016.01.21,1.07374,1.0775299999999999,1.06843,1.0708600000000001,188750,0.011227857142857107,1.0661523333333338,-0.17534428964503687
101,2016.01.22,1.071,1.08343,1.07073,1.0771,126294,0.011515714285714232,1.0662093333333338,-0.1706863889690848
102,2016.01.25,1.07778,1.08271,1.07334,1.07682,101054,0.011542142857142803,1.0661816666666672,-0.16875443686171043
103,2016.01.26,1.07618,1.08112,1.07507,1.07734,110353,0.01124071428571424,1.0664903333333338,-0.1564273837993007
104,2016.01.27,1.07741,1.0925,1.0738,1.09168,162708,0.011677142857142815,1.0671870000000006,-0.11093772669247252
105,2016.01.28,1.0923100000000001,1.09664,1.08985,1.09261,134446,0.011465714285714254,1.0681916666666673,-0.12499302337777685
106,2016.01.29,1.09279,1.09684,1.08961,1.09083,159892,0.01129714285714283,1.0691276666666671,-0.16764847599325836
107,2016.02.01,1.08964,1.09447,1.08388,1.0859,104020,0.01137285714285712,1.069900666666667,-0.1749777131238654
108,2016.02.02,1.08585,1.09039,1.07575,1.0797299999999999,111689,0.01194857142857142,1.0704100000000003,-0.19394405603553364
109,2016.02.03,1.07989,1.08026,1.06484,1.0743,143922,0.012072142857142849,1.0707993333333337,-0.15075663851775362
110,2016.02.04,1.07392,1.0787200000000001,1.06885,1.0704,124422,0.011244285714285707,1.071065666666667,-0.1570942481834256
111,2016.02.05,1.07033,1.0744799999999999,1.06482,1.0650600000000001,119450,0.011282857142857134,1.0711023333333336,-0.20326480957560833
112,2016.02.08,1.0665799999999999,1.07165,1.06616,1.06874,113438,0.010618571428571413,1.0712710000000003,-0.21329044673268188
113,2016.02.09,1.06825,1.07118,1.05875,1.06494,153971,0.01065285714285713,1.071494666666667,-0.22010178985251114
114,2016.02.10,1.06489,1.06857,1.06056,1.06075,158823,0.010575000000000001,1.0714743333333336,-0.24814485128979663
115,2016.02.11,1.06053,1.0661200000000002,1.05692,1.05782,189807,0.010325000000000013,1.071265666666667,-0.3459074478007065
116,2016.02.12,1.05724,1.07333,1.05625,1.07005,137193,0.01087571428571429,1.0713813333333337,-0.26612483992081143
117,2016.02.15,1.0715299999999999,1.07637,1.07075,1.0729600000000001,115704,0.010895000000000004,1.071659666666667,-0.24122028183328698
118,2016.02.16,1.07312,1.0871600000000001,1.07236,1.07998,139415,0.010616428571428591,1.0720800000000004,-0.281929091023243
119,2016.02.17,1.08018,1.0832899999999999,1.0774700000000001,1.08233,128330,0.01054714285714285,1.0726893333333336,-0.20805434999286612
120,2016.02.18,1.08218,1.08257,1.07408,1.07651,122090,0.010637142857142854,1.0733366666666668,-0.1998213976603313
121,2016.02.19,1.0770600000000001,1.07794,1.07218,1.07708,101647,0.010292142857142845,1.0738543333333337,-0.1747598744790484
122,2016.02.22,1.0751600000000001,1.07965,1.07371,1.07815,85131,0.009670714285714279,1.074278666666667,-0.14978546409351434
123,2016.02.23,1.07812,1.08447,1.07687,1.08355,97879,0.009112142857142855,1.0748080000000004,-0.11143788857535736
124,2016.02.24,1.0836,1.08724,1.07944,1.07969,116409,0.008964285714285711,1.0752370000000004,-0.2140875453378217
125,2016.02.25,1.07981,1.08056,1.07499,1.07575,105810,0.008672142857142875,1.075157666666667,-0.2369892292951979
126,2016.02.26,1.07515,1.07644,1.0669600000000001,1.07445,103754,0.00887857142857145,1.0756323333333337,-0.1751906539142043
127,2016.02.29,1.0795700000000001,1.0856,1.0785,1.08304,116681,0.008787142857142882,1.0762906666666667,-0.13532265519753245
128,2016.03.01,1.0830600000000001,1.08504,1.0752700000000002,1.08149,117772,0.008912857142857151,1.0764550000000002,-0.10162187707846963
129,2016.03.02,1.0817299999999999,1.0972600000000001,1.079,1.0922399999999999,122065,0.009560000000000013,1.0770716666666666,-0.09349931346850646
130,2016.03.03,1.09257,1.09591,1.09005,1.09277,109498,0.00875857142857144,1.077802,-0.06249975555403964
131,2016.03.04,1.09274,1.09521,1.08918,1.09029,121180,0.008737857142857146,1.0782416666666668,-0.047415371266056626
132,2016.03.07,1.08877,1.10259,1.08859,1.0972600000000001,98337,0.00868071428571428,1.078923,-0.035306788394911456
133,2016.03.08,1.09778,1.10366,1.0955,1.1023399999999999,107190,0.00884785714285717,1.0797563333333333,-0.005458331330782421
134,2016.03.09,1.10261,1.12635,1.09924,1.12449,140273,0.010177857142857159,1.0808500000000003,0.10910104888679428
135,2016.03.10,1.1247200000000002,1.12829,1.1147799999999999,1.1171799999999998,186506,0.010731428571428598,1.0816690000000002,0.12291943471507358
136,2016.03.11,1.1181299999999998,1.12427,1.11424,1.1195899999999999,135393,0.011023571428571466,1.082627666666667,0.09118888962219167
137,2016.03.14,1.12125,1.1267200000000002,1.11904,1.1250799999999999,114711,0.011029285714285757,1.0839336666666668,0.12938009771023218
138,2016.03.15,1.12491,1.13142,1.12109,1.12915,126695,0.011210000000000053,1.0855810000000004,0.15844404335910078
139,2016.03.16,1.12857,1.1316700000000002,1.12053,1.12224,143641,0.011607857142857201,1.0871790000000001,0.07922364797135348
140,2016.03.17,1.12295,1.12585,1.1146,1.11575,171042,0.011734285714285777,1.088690666666667,0.04298725992030626
141,2016.03.18,1.11495,1.12202,1.1143,1.11653,112590,0.011489285714285773,1.0904063333333334,-0.006059470676135065
142,2016.03.21,1.11785,1.12411,1.11732,1.1198700000000001,104509,0.011332857142857209,1.0921106666666667,-0.03380487909520588
143,2016.03.22,1.1186399999999999,1.12966,1.11801,1.12764,125413,0.01086071428571435,1.0942006666666666,-0.030307781729681064
144,2016.03.23,1.12766,1.1332,1.12125,1.1223299999999998,119644,0.011295714285714345,1.0962533333333333,-0.025866270079014833
145,2016.03.24,1.12208,1.12388,1.11837,1.12238,95007,0.011258571428571482,1.0984053333333332,0.02265309833853994
146,2016.03.25,1.12198,1.12456,1.1193799999999998,1.12105,71797,0.010628571428571496,1.100105333333333,-0.012173146701180434
147,2016.03.28,1.12299,1.12506,1.11994,1.12154,54634,0.010411428571428627,1.1017246666666665,-0.03479072251883508
148,2016.03.29,1.12057,1.12181,1.11018,1.11263,117382,0.009305714285714346,1.102813,-0.07690419834081404
149,2016.03.30,1.11268,1.11432,1.10394,1.1074,141324,0.009082142857142912,1.1036486666666667,-0.11886749660807984
150,2016.03.31,1.1076700000000002,1.11057,1.10632,1.10761,117379,0.00866928571428576,1.1046853333333333,-0.13439504310034744
151,2016.04.01,1.1079700000000001,1.11405,1.1069,1.10992,120272,0.008631428571428608,1.10578,-0.11036047039517345
152,2016.04.04,1.11258,1.11365,1.10762,1.11206,97476,0.008324285714285737,1.1069103333333332,-0.10099032037831203
153,2016.04.05,1.1121299999999998,1.1200299999999999,1.10685,1.1083100000000001,135198,0.008470000000000009,1.1077356666666667,-0.17295071919438437
154,2016.04.06,1.10765,1.1138700000000001,1.1067200000000001,1.11273,111143,0.008177142857142867,1.108837,-0.19391928325506907
155,2016.04.07,1.11214,1.1163,1.10657,1.10705,131212,0.008320714285714301,1.1098803333333334,-0.19764695567051435
156,2016.04.08,1.1069200000000001,1.11294,1.10651,1.10746,98013,0.008238571428571444,1.1109806666666668,-0.23466746464676577
157,2016.04.11,1.10687,1.11039,1.10505,1.10704,98364,0.00778785714285714,1.111780666666667,-0.2759314826918302
158,2016.04.12,1.10697,1.11235,1.10512,1.10924,109542,0.007450714285714278,1.1127056666666668,-0.30249325096538443
159,2016.04.13,1.1092,1.11026,1.10335,1.10512,107686,0.007550714285714284,1.1131350000000002,-0.28635285920961034
160,2016.04.14,1.10584,1.12379,1.10532,1.12301,118351,0.008514285714285696,1.114143,-0.18148462490167733
161,2016.04.15,1.12274,1.12329,1.1124399999999999,1.114,99325,0.008923571428571411,1.1149333333333333,-0.19327401377324788
162,2016.04.18,1.1093600000000001,1.11733,1.10608,1.11447,119440,0.008896428571428552,1.115507,-0.15324435885406246
163,2016.04.19,1.11366,1.11474,1.10714,1.1085,107106,0.008697857142857122,1.1157123333333334,-0.22397249060918842
164,2016.04.20,1.10881,1.11883,1.10741,1.11637,100967,0.009209999999999972,1.1154416666666667,-0.1536519598956744
165,2016.04.21,1.11648,1.1233899999999999,1.11564,1.11883,118959,0.00925285714285711,1.1154966666666668,-0.1815194430672541
166,2016.04.22,1.11861,1.12648,1.11861,1.12373,109083,0.00938428571428567,1.115634666666667,-0.15209097555261336
167,2016.04.25,1.122,1.12697,1.12066,1.12479,75434,0.00889357142857139,1.1156250000000003,-0.13106586749064364
168,2016.04.26,1.12461,1.12487,1.1198,1.1225100000000001,91043,0.008744999999999972,1.1154036666666667,-0.09900930148896488
169,2016.04.27,1.1218,1.12504,1.10562,1.10801,132987,0.009437142857142826,1.1149293333333334,-0.12355308363641386
170,2016.04.28,1.10903,1.11005,1.09233,1.09477,126523,0.010243571428571399,1.11423,-0.14367259793054418
171,2016.04.29,1.09436,1.0992899999999999,1.0877299999999999,1.08925,92694,0.010687857142857122,1.1133206666666668,-0.16825741700169436
172,2016.05.02,1.0882,1.09254,1.08429,1.0912600000000001,78253,0.010760714285714281,1.112367,-0.1660986936762046
173,2016.05.03,1.09101,1.09427,1.07845,1.08213,127777,0.011397142857142868,1.1108500000000001,-0.1495325955880687
174,2016.05.04,1.0818299999999998,1.08899,1.08019,1.08266,125265,0.010692142857142864,1.109527666666667,-0.20881961481857808
175,2016.05.05,1.08274,1.08736,1.08213,1.08396,92062,0.010290714285714295,1.108247,-0.17008805139847671
176,2016.05.06,1.08274,1.08568,1.07349,1.07638,107854,0.01035785714285715,1.1067580000000001,-0.1635369464417963
177,2016.05.09,1.07521,1.08202,1.07494,1.08041,90762,0.010320714285714285,1.1053870000000001,-0.1291457456752174
178,2016.05.10,1.08041,1.09195,1.0786799999999999,1.08756,101535,0.010452857142857153,1.1045513333333334,-0.12065889656741302
179,2016.05.11,1.08754,1.0887200000000001,1.07966,1.08071,101365,0.010546428571428592,1.103661666666667,-0.1329955925938282
180,2016.05.12,1.0807,1.08174,1.07241,1.0734700000000001,96794,0.010650714285714307,1.102523666666667,-0.22177924159972057
181,2016.05.13,1.07305,1.07439,1.06882,1.07196,101888,0.01059785714285715,1.1012583333333335,-0.18158492288015868
182,2016.05.16,1.07019,1.07819,1.06955,1.0729899999999999,69539,0.01085285714285714,1.099956,-0.22159586909507
183,2016.05.17,1.0728,1.08056,1.07269,1.07484,88983,0.010027857142857144,1.0988403333333332,-0.2095783537496423
184,2016.05.18,1.07479,1.0769799999999998,1.0713700000000002,1.07199,101531,0.009162857142857124,1.0974823333333332,-0.2767787710505188
185,2016.05.19,1.07199,1.07315,1.06511,1.0713,111403,0.008911428571428555,1.0962906666666667,-0.23768742814534347
186,2016.05.20,1.07123,1.0721399999999999,1.0659,1.06664,77043,0.008767857142857105,1.09493,-0.2875359169980561
187,2016.05.23,1.06525,1.0683799999999999,1.06192,1.06764,85568,0.008099285714285658,1.0936166666666665,-0.26476258288192983
188,2016.05.24,1.06758,1.0732899999999999,1.0630700000000002,1.06577,98453,0.008200714285714212,1.0921676666666664,-0.29003594024884505
189,2016.05.25,1.06592,1.06921,1.06247,1.06752,90219,0.008308571428571348,1.0909143333333333,-0.2224579758698943
190,2016.05.26,1.06782,1.07464,1.0647799999999998,1.07148,96751,0.008142142857142796,1.0891966666666666,-0.16057342660125065
191,2016.05.27,1.07125,1.07342,1.0693700000000002,1.07254,85367,0.007925714285714218,1.0878146666666668,-0.10072602694703331
192,2016.05.30,1.07197,1.07366,1.07,1.07243,56883,0.007239285714285638,1.0864133333333335,-0.1203759393407468
193,2016.05.31,1.07271,1.07752,1.06742,1.0685200000000001,93159,0.007313571428571348,1.0850806666666668,-0.12502408767442144
194,2016.06.01,1.06765,1.07381,1.06243,1.0639399999999999,110051,0.007459999999999927,1.083333,-0.13999398012637546
195,2016.06.02,1.06365,1.0645799999999999,1.05863,1.06095,95484,0.007487142857142788,1.0814036666666667,-0.13618197735217313
196,2016.06.03,1.06093,1.06228,1.05245,1.0581200000000002,105731,0.007572142857142773,1.0792166666666667,-0.09708267177702815
197,2016.06.06,1.0575700000000001,1.06427,1.05624,1.06362,91020,0.007583571428571341,1.0771776666666668,-0.08265035286033534
198,2016.06.07,1.06308,1.0738,1.06244,1.0684,86875,0.007994285714285652,1.075374,-0.09961475986911285
199,2016.06.08,1.06805,1.0712899999999999,1.06219,1.06287,82183,0.008069999999999926,1.0738693333333333,-0.09629501494469722
200,2016.06.09,1.0543200000000001,1.0575700000000001,1.04075,1.0453299999999999,113727,0.00920428571428565,1.0722213333333335,-0.08291819434358798
201,2016.06.10,1.04545,1.04755,1.04136,1.04477,84619,0.009184999999999935,1.0707386666666667,-0.08610091665974055
202,2016.06.13,1.04449,1.0492299999999999,1.04385,1.04572,85413,0.00883928571428567,1.0692206666666668,-0.09180847979847984
203,2016.06.14,1.04557,1.0528899999999999,1.04557,1.05148,93376,0.008880714285714226,1.0681990000000001,-0.038595014004772006
204,2016.06.15,1.05158,1.05461,1.04877,1.0525,102475,0.008593571428571358,1.067193666666667,0.01967344860140419
205,2016.06.16,1.0527799999999998,1.05302,1.0415299999999998,1.04487,116223,0.009124999999999954,1.065890666666667,-0.039163112660270845
206,2016.06.17,1.04451,1.0492299999999999,1.0438399999999999,1.0459399999999999,84680,0.009248571428571384,1.0648760000000004,-0.017436578039369207
207,2016.06.20,1.0489899999999999,1.05049,1.0454,1.04572,77987,0.008890714285714228,1.063719666666667,-0.08999252052491351
208,2016.06.21,1.04572,1.0515299999999999,1.04472,1.0457100000000001,74738,0.008564285714285644,1.062324666666667,-0.09475964886540027
209,2016.06.22,1.04546,1.04776,1.04417,1.04532,74004,0.00839571428571422,1.0611450000000004,-0.13513203582474387
210,2016.06.23,1.04512,1.0502,1.04419,1.04808,104782,0.008122857142857098,1.0602986666666672,-0.13666694470043816
211,2016.06.24,1.0477100000000001,1.0532299999999999,1.0419100000000001,1.04601,304852,0.008357857142857084,1.0594336666666673,-0.1868546587129529
212,2016.06.27,1.04659,1.05091,1.04463,1.0468899999999999,145403,0.007994999999999943,1.0585636666666671,-0.20700701795592016
213,2016.06.28,1.0461799999999999,1.0496299999999998,1.04477,1.04667,99912,0.0076921428571427985,1.057624666666667,-0.18241245877902498
214,2016.06.29,1.0464200000000001,1.04825,1.0432,1.0465799999999998,99911,0.00647285714285709,1.0567776666666673,-0.12927703708185942
215,2016.06.30,1.04617,1.0499,1.04324,1.04331,121041,0.006506428571428532,1.055844666666667,-0.17309845962959663
216,2016.07.01,1.0428899999999999,1.04672,1.0407799999999998,1.04348,82011,0.006546428571428556,1.0550726666666672,-0.18618076178931095
217,2016.07.04,1.0389700000000002,1.04623,1.03749,1.0419,69133,0.006647857142857142,1.0542146666666672,-0.22408545649667158
218,2016.07.05,1.04103,1.04605,1.0401200000000002,1.0423799999999999,94292,0.006654285714285692,1.0534350000000003,-0.23594881080277375
219,2016.07.06,1.0407,1.05454,1.0407,1.05338,123376,0.006822142857142824,1.0529636666666669,-0.15122835017681163
220,2016.07.07,1.05306,1.0547799999999998,1.03377,1.03397,110703,0.007937857142857092,1.0517133333333335,-0.17787427358107663
221,2016.07.08,1.03365,1.03776,1.0311700000000001,1.03405,96453,0.008044999999999953,1.0504303333333336,-0.18650797994740653
222,2016.07.11,1.03503,1.04383,1.03463,1.0427799999999998,82256,0.008257142857142836,1.0494420000000002,-0.14529194589475675
223,2016.07.12,1.04224,1.0470700000000002,1.0406,1.04349,93873,0.008462857142857137,1.0486076666666668,-0.17649629140288697
224,2016.07.13,1.0419,1.04839,1.04155,1.0449899999999999,97317,0.008522142857142843,1.0479760000000002,-0.18985823057485682
225,2016.07.14,1.04493,1.06275,1.04274,1.05945,104854,0.00914285714285715,1.0479260000000004,-0.13533543720868893
226,2016.07.15,1.05829,1.07006,1.05829,1.06273,108181,0.009535000000000007,1.0480796666666672,-0.13750007272791495
227,2016.07.18,1.06178,1.07399,1.06079,1.06585,73808,0.01013071428571431,1.0481540000000005,-0.11418354281530924
228,2016.07.19,1.0656700000000001,1.07695,1.06271,1.06352,93875,0.010787142857142884,1.0479913333333337,-0.12702839866476118
229,2016.07.20,1.06187,1.06761,1.06094,1.0633299999999999,72869,0.010787857142857158,1.048006666666667,-0.12436662137506634
