,Date,Close,SMA3,SMA4,SMA5,SMA6,SMA7,SMA8,SMA9,SMA10,SMA11,SMA12,SMA13,SMA14,SMA15,SMA16,SMA17,SMA18,SMA19,SMA20,SMA21,SMA22,SMA23,SMA24,SMA25,SMA26,SMA27,SMA28,SMA29,SMA30
13,2015.09.18,1.12055,1.12638,1.1255275000000002,1.1257500000000003,1.124866666666667,1.1245899999999998,1.12094375,1.119242222222222,1.1178509999999997,1.1159072727272727,1.1142508333333332,1.1137407692307693,1.1133207142857142,,,,,,,,,,,,,,,,
14,2015.09.21,1.1280700000000001,1.1258700000000001,1.1268025000000002,1.1260360000000003,1.1261366666666668,1.1253242857142853,1.125025,1.1217355555555555,1.1201249999999996,1.11878,1.1169208333333334,1.115313846153846,1.1147642857142857,1.114304,,,,,,,,,,,,,,,
15,2015.09.22,1.1258700000000001,1.1248300000000002,1.1258700000000001,1.1266160000000003,1.1260083333333335,1.1260985714285712,1.1253925,1.1251188888888888,1.1221489999999998,1.1206472727272727,1.1193708333333334,1.1176092307692307,1.116067857142857,1.1155046666666666,1.1150268749999999,,,,,,,,,,,,,,
16,2015.09.23,1.1156,1.1231800000000003,1.1225225,1.1238160000000001,1.1247800000000001,1.1245214285714284,1.12478625,1.1243044444444443,1.1241669999999997,1.1215536363636365,1.1202266666666667,1.1190807692307692,1.1174657142857143,1.1160366666666666,1.115510625,1.115060588235294,,,,,,,,,,,,,
17,2015.09.24,1.10425,1.1152400000000002,1.1184475000000003,1.1188680000000002,1.1205550000000002,1.1218471428571426,1.1219875000000001,1.1225044444444443,1.1222989999999997,1.1223563636363638,1.1201116666666668,1.1189976923076923,1.1180214285714285,1.1165846666666668,1.1153,1.1148482352941176,1.11446,,,,,,,,,,,,
18,2015.09.25,1.09895,1.1062666666666672,1.1111675000000003,1.1145480000000003,1.1155483333333336,1.1174685714285713,1.1189850000000001,1.1194277777777777,1.1201489999999998,1.1201763636363637,1.1204058333333335,1.1184838461538462,1.1175657142857143,1.11675,1.1154825,1.1143382352941176,1.1139649999999999,1.1136436842105262,,,,,,,,,,,
19,2015.09.28,1.10389,1.1023633333333338,1.1056725000000003,1.1097120000000003,1.112771666666667,1.113882857142857,1.11577125,1.1173077777777776,1.1178739999999998,1.1186709090909093,1.1188191666666667,1.1191353846153846,1.1174414285714287,1.116654,1.11594625,1.114800588235294,1.1137577777777776,1.1134347368421051,1.1131559999999998,,,,,,,,,,
20,2015.09.29,1.09966,1.1008333333333338,1.1016875000000004,1.1044700000000003,1.1080366666666668,1.1108985714285713,1.1121050000000001,1.113981111111111,1.1155429999999997,1.116218181818182,1.1170866666666668,1.1173453846153847,1.1177442857142856,1.116256,1.115591875,1.1149882352941176,1.1139594444444443,1.113015789473684,1.112746,1.1125133333333332,,,,,,,,,
21,2015.09.30,1.09596,1.0998366666666672,1.0996150000000005,1.1005420000000004,1.1030516666666668,1.1063114285714284,1.1090312500000001,1.110311111111111,1.1121789999999998,1.1137627272727273,1.11453,1.1154615384615385,1.1158178571428572,1.116292,1.1149875,1.1144370588235295,1.1139311111111112,1.1130121052631579,1.112163,1.1119466666666666,1.111760909090909,,,,,,,,
22,2015.10.01,1.09802,1.0978800000000006,1.0993825000000004,1.0992960000000003,1.1001216666666669,1.102332857142857,1.1052750000000002,1.1078077777777777,1.1090819999999997,1.1108918181818181,1.1124508333333334,1.11326,1.1142157142857143,1.114631333333333,1.11515,1.1139894117647058,1.113525,1.1130936842105263,1.1122625,1.111489523809524,1.1113136363636362,1.1111634782608695,,,,,,,
23,2015.10.02,1.09083,1.0949366666666673,1.0961175000000005,1.0976720000000004,1.097885,1.0987942857142854,1.1008950000000002,1.10367,1.1061099999999997,1.1074227272727273,1.10922,1.1107876923076923,1.111657857142857,1.1126566666666666,1.11314375,1.1137194117647058,1.1127027777777778,1.1123305263157894,1.1119805,1.1112419047619049,1.1105504545454545,1.1104230434782607,1.11031625,,,,,,
24,2015.10.05,1.0904399999999999,1.0930966666666675,1.0938125000000005,1.0949820000000003,1.0964666666666667,1.0968214285714282,1.09775,1.099733333333333,1.1023469999999995,1.1046854545454545,1.1060075,1.1077753846153846,1.1093342857142856,1.1102433333333335,1.111268125,1.1118082352941177,1.1124261111111113,1.111531052631579,1.1112360000000001,1.1109547619047622,1.1102963636363636,1.1096760869565216,1.1095904166666666,1.1095211999999999,,,,,
25,2015.10.06,1.0945,1.091923333333334,1.0934475000000006,1.0939500000000004,1.0949016666666667,1.0961857142857139,1.09653125,1.0973888888888885,1.0992099999999996,1.1016336363636363,1.1038366666666668,1.1051223076923076,1.1068271428571428,1.1083453333333335,1.1092593750000002,1.1102817647058822,1.1108466666666668,1.1114826315789472,1.1106795,1.1104390476190478,1.110206818181818,1.1096095652173914,1.1090437499999999,1.1089868,1.1089434615384615,,,,
26,2015.10.07,1.08958,1.0915066666666673,1.0913375000000005,1.0926740000000004,1.0932216666666668,1.0941414285714282,1.09536,1.0957588888888885,1.0966079999999994,1.0983345454545452,1.1006291666666668,1.1027399999999998,1.104012142857143,1.1056773333333336,1.1071725000000003,1.1081017647058824,1.1091316666666668,1.1097273684210527,1.1103875,1.1096747619047622,1.1094909090909093,1.10931,1.108775,1.1082652,1.1082403846153848,1.1082262962962963,,,
27,2015.10.08,1.08798,1.0906866666666675,1.0906250000000006,1.0906660000000004,1.0918916666666667,1.0924728571428568,1.09337125,1.0945399999999994,1.0949809999999993,1.0958236363636362,1.0974716666666666,1.0996561538461538,1.1016857142857144,1.1029433333333334,1.1045712500000004,1.106043529411765,1.1069838888888892,1.1080184210526318,1.1086399999999998,1.1093204761904762,1.1086886363636363,1.1085556521739133,1.10842125,1.1079432,1.107485,1.10749,1.1075032142857142,,
28,2015.10.09,1.09301,1.0901900000000009,1.0912675000000005,1.0911020000000005,1.0910566666666668,1.0920514285714282,1.0925399999999998,1.0933311111111106,1.0943869999999993,1.094801818181818,1.0955891666666666,1.0971284615384613,1.0991814285714288,1.1011073333333334,1.1023225000000005,1.1038911764705883,1.1053194444444447,1.1062484210526318,1.107268,1.1078957142857144,1.108579090909091,1.1080069565217392,1.1079079166666668,1.1078048,1.1073688461538462,1.1069488888888888,1.1069728571428572,1.107003448275862,
29,2015.10.12,1.09528,1.092090000000001,1.0914625000000004,1.0920700000000003,1.0917983333333334,1.0916599999999996,1.092455,1.092844444444444,1.0935259999999993,1.0944681818181816,1.0948416666666667,1.0955653846153846,1.0969964285714287,1.0989213333333332,1.1007431250000004,1.1019082352941179,1.103412777777778,1.1047910526315792,1.1057,1.1066971428571428,1.1073222727272727,1.1080008695652175,1.1074766666666667,1.1074028,1.107323076923077,1.106921111111111,1.1065321428571429,1.1065696551724138,1.1066126666666667
30,2015.10.13,1.0904,1.0928966666666675,1.0916675000000005,1.0912500000000003,1.0917916666666667,1.0915985714285712,1.0915025,1.0922266666666662,1.0925999999999996,1.093241818181818,1.0941291666666666,1.0944999999999998,1.0951964285714286,1.0965566666666666,1.0983887500000002,1.100134705882353,1.1012688888888893,1.1027278947368424,1.1040714999999999,1.1049714285714285,1.1059563636363634,1.1065865217391304,1.1072674999999998,1.1067935999999998,1.1067488461538462,1.1066962962962963,1.1063310714285712,1.1059758620689657,1.1060306666666666
31,2015.10.14,1.07437,1.0866833333333343,1.0882650000000005,1.0882080000000003,1.0884366666666667,1.089302857142857,1.089445,1.0895988888888886,1.0904409999999995,1.0909427272727272,1.0916691666666667,1.0926092307692306,1.0930621428571428,1.093808,1.0951700000000004,1.0969758823529412,1.0987033333333338,1.0998531578947368,1.10131,1.102657142857143,1.1035804545454544,1.104583043478261,1.1052441666666666,1.1059515999999998,1.1055465384615384,1.1055496296296294,1.1055417857142857,1.1052289655172416,1.1049223333333336
32,2015.10.15,1.06916,1.077976666666668,1.0823025000000004,1.0844440000000004,1.0850333333333335,1.085682857142857,1.0867850000000001,1.0871911111111108,1.0875549999999996,1.0885063636363634,1.0891275,1.0899376923076922,1.0909342857142856,1.0914686666666666,1.0922675000000004,1.09364,1.095430555555556,1.0971484210526317,1.0983185,1.0997790476190477,1.1011345454545454,1.1020839130434785,1.1031070833333334,1.1038007999999997,1.1045365384615384,1.1041988888888887,1.10425,1.1042872413793106,1.1040266666666667
33,2015.10.16,1.06362,1.0690500000000014,1.0743875000000005,1.0785660000000004,1.0809733333333336,1.0819742857142856,1.0829250000000001,1.0842111111111108,1.0848339999999994,1.0853790909090908,1.0864325000000001,1.0871653846153846,1.088057857142857,1.0891133333333334,1.0897281250000004,1.0905823529411764,1.0919722222222226,1.0937563157894736,1.0954719999999998,1.0966661904761907,1.0981354545454545,1.09950347826087,1.10048125,1.1015275999999998,1.1022553846153846,1.103021111111111,1.1027496428571428,1.1028489655172415,1.1029316666666669
34,2015.10.19,1.0666,1.0664600000000013,1.0684375000000006,1.0728300000000004,1.076571666666667,1.0789199999999999,1.0800525,1.0811111111111107,1.0824499999999995,1.0831763636363634,1.0838141666666667,1.084906923076923,1.0856964285714283,1.0866273333333334,1.0877062500000005,1.0883676470588235,1.0892500000000005,1.0906368421052632,1.0923984999999998,1.094097142857143,1.0952995454545453,1.0967643478260873,1.0981325000000002,1.0991259999999998,1.1001842307692309,1.1009348148148146,1.101720357142857,1.101503103448276,1.101640666666667
35,2015.10.20,1.07453,1.0682500000000015,1.0684775000000006,1.0696560000000006,1.0731133333333336,1.07628,1.07837125,1.0794388888888884,1.0804529999999994,1.0817299999999999,1.0824558333333332,1.0830999999999997,1.0841657142857142,1.0849520000000001,1.0858712500000005,1.0869311764705882,1.0875988888888892,1.0884752631578947,1.0898314999999998,1.0915476190476192,1.0932077272727272,1.094396521739131,1.0958379166666667,1.0971883999999998,1.0981800000000002,1.099234074074074,1.0999917857142856,1.1007827586206897,1.1006040000000004
36,2015.10.21,1.07421,1.0717800000000013,1.0697400000000006,1.0696240000000006,1.0704150000000003,1.07327,1.0760212500000002,1.0779088888888886,1.0789159999999995,1.0798854545454544,1.0811033333333333,1.0818215384615384,1.0824649999999998,1.083502,1.0842806250000006,1.0851852941176472,1.0862244444444449,1.0868942105263157,1.087762,1.0890876190476193,1.0907595454545453,1.0923817391304351,1.0935554166666668,1.0949727999999999,1.0963046153846157,1.0972922222222221,1.0983403571428572,1.0991027586206896,1.0998970000000006
37,2015.10.22,1.0604799999999999,1.0697400000000012,1.0689550000000005,1.0678880000000004,1.0681000000000003,1.068995714285714,1.07167125,1.0742944444444442,1.0761659999999995,1.07724,1.0782683333333334,1.079516923076923,1.0802971428571426,1.0809993333333334,1.0820631250000003,1.082880588235294,1.0838127777777782,1.0848694736842106,1.0855734999999997,1.0864628571428572,1.0877872727272726,1.0894430434782612,1.0910525,1.0922323999999997,1.093646153846154,1.0949777777777778,1.0959774999999998,1.097034827586207,1.0978153333333338
38,2015.10.23,1.06625,1.0669800000000011,1.0688675000000005,1.0684140000000004,1.0676150000000002,1.067835714285714,1.0686525,1.0710688888888886,1.0734899999999996,1.0752645454545453,1.0763241666666667,1.077343846153846,1.0785692857142855,1.0793606666666666,1.0800775000000002,1.0811329411764705,1.0819566666666671,1.0828884210526315,1.0839385,1.0846533333333335,1.0855440909090908,1.0868508695652177,1.0884766666666665,1.0900603999999996,1.0912330769230771,1.0926314814814815,1.0939517857142858,1.0949524137931035,1.096008666666667
39,2015.10.26,1.06735,1.0646933333333346,1.0670725000000005,1.0685640000000005,1.068236666666667,1.0675771428571426,1.067775,1.0685077777777774,1.0706969999999996,1.0729318181818182,1.074605,1.075633846153846,1.0766299999999998,1.0778213333333333,1.0786100000000003,1.0793288235294118,1.0803672222222227,1.081187894736842,1.0821115,1.0831485714285716,1.083866818181818,1.0847530434782613,1.0860383333333334,1.0876315999999997,1.0891869230769233,1.0903485185185187,1.0917285714285714,1.093034482758621,1.0940323333333337
40,2015.10.27,1.06254,1.0653800000000013,1.0641550000000006,1.0661660000000004,1.0675600000000003,1.0674228571428568,1.0669475,1.067193333333333,1.0679109999999994,1.0699554545454544,1.0720658333333335,1.073676923076923,1.074698571428571,1.0756906666666666,1.0768662500000001,1.077664705882353,1.0783961111111116,1.0794289473684209,1.0802554999999998,1.0811795238095239,1.082211818181818,1.0829395652173914,1.0838275,1.0850983999999997,1.0866665384615386,1.0882,1.0893553571428571,1.0907220689655175,1.0920180000000002
41,2015.10.28,1.0611700000000002,1.063686666666668,1.0643275000000005,1.0635580000000007,1.0653333333333337,1.0666471428571425,1.06664125,1.0663055555555552,1.0665909999999994,1.0672981818181817,1.0692233333333334,1.0712276923076922,1.072783571428571,1.0737966666666665,1.0747831250000002,1.0759429411764705,1.0767483333333336,1.0774894736842104,1.0785159999999998,1.079346666666667,1.0802699999999998,1.0812969565217394,1.0820325,1.0829211999999997,1.084178076923077,1.0857222222222223,1.0872346428571429,1.0883834482758623,1.089737
42,2015.10.29,1.05623,1.0599800000000013,1.0618225000000006,1.0627080000000007,1.0623366666666672,1.0640328571428568,1.065345,1.065484444444444,1.0652979999999994,1.0656490909090908,1.0663758333333333,1.068223846153846,1.0701564285714282,1.0716799999999997,1.07269875,1.0736917647058823,1.074847777777778,1.0756684210526313,1.0764264999999997,1.077454761904762,1.078295909090909,1.079224782608696,1.0802525,1.0810003999999998,1.0818946153846154,1.083142962962963,1.0846689285714286,1.0861655172413793,1.0873116666666667
43,2015.10.30,1.05182,1.0564066666666678,1.0579400000000005,1.0598220000000007,1.0608933333333337,1.0608342857142854,1.06250625,1.0638422222222217,1.0641179999999992,1.064072727272727,1.0644966666666666,1.0652561538461536,1.0670521428571424,1.0689339999999996,1.07043875,1.071470588235294,1.072476666666667,1.0736357894736839,1.0744759999999998,1.075254761904762,1.0762895454545451,1.077144782608696,1.0780829166666666,1.0791151999999997,1.079878076923077,1.0807807407407406,1.0820242857142857,1.0835362068965517,1.0850206666666664
44,2015.11.02,1.05897,1.0556733333333344,1.0570475000000004,1.0581460000000005,1.0596800000000004,1.0606185714285712,1.06060125,1.062113333333333,1.0633549999999994,1.0636499999999998,1.0636474999999999,1.0640715384615382,1.0648071428571424,1.0665133333333328,1.06831125,1.0697641176470587,1.0707761111111112,1.0717657894736838,1.0729024999999996,1.073737619047619,1.074514545454545,1.0755365217391306,1.0763874999999998,1.0773183999999996,1.0783403846153847,1.0791037037037035,1.0800017857142856,1.0812293103448278,1.0827173333333333
45,2015.11.03,1.07784,1.0628766666666676,1.0612150000000002,1.0612060000000005,1.0614283333333339,1.0622742857142853,1.06277125,1.0625166666666663,1.0636859999999995,1.064671818181818,1.0648324999999998,1.0647392307692305,1.0650549999999996,1.0656759999999994,1.06722125,1.068871764705882,1.0702127777777777,1.0711478947368416,1.0720694999999996,1.073137619047619,1.0739240909090904,1.0746591304347826,1.0756324999999998,1.0764455999999996,1.0773384615384616,1.0783218518518518,1.0790585714285712,1.0799272413793106,1.0811163333333333
46,2015.11.04,1.08328,1.0733633333333341,1.0679775000000002,1.0656280000000007,1.0648850000000005,1.0645499999999997,1.0649,1.0650499999999996,1.0645929999999995,1.0654672727272727,1.0662225,1.0662515384615383,1.066063571428571,1.0662699999999996,1.06677625,1.068165882352941,1.0696722222222221,1.0709005263157887,1.0717544999999995,1.0726033333333331,1.0735986363636358,1.0743308695652174,1.0750183333333332,1.0759383999999994,1.0767084615384614,1.0775585185185184,1.0784989285714284,1.0792041379310346,1.080039
47,2015.11.05,1.07956,1.0802266666666676,1.0749125000000002,1.0702940000000005,1.0679500000000004,1.066981428571428,1.0664262500000001,1.0665288888888886,1.0665009999999995,1.0659536363636362,1.0666416666666667,1.0672484615384614,1.0672021428571425,1.0669633333333328,1.0671006250000001,1.0675282352941176,1.0687988888888889,1.0701926315789467,1.0713334999999993,1.0721261904761903,1.0729195454545448,1.0738578260869565,1.0745487499999997,1.0751999999999995,1.0760776923076922,1.076814074074074,1.0776299999999999,1.0785355172413795,1.079216
48,2015.11.06,1.07764,1.080160000000001,1.07958,1.0754580000000005,1.0715183333333336,1.0693342857142853,1.0683137500000002,1.067672222222222,1.0676399999999995,1.0675136363636364,1.0669275,1.0674876923076924,1.067990714285714,1.0678979999999993,1.067630625,1.067720588235294,1.06809,1.069264210526315,1.0705649999999993,1.0716338095238094,1.0723768181818174,1.0731247826086956,1.0740154166666664,1.0746723999999994,1.0752938461538462,1.0761355555555552,1.0768435714285711,1.0776303448275866,1.0785056666666668
49,2015.11.09,1.07813,1.078443333333334,1.0796525,1.0792900000000003,1.0759033333333334,1.0724628571428567,1.07043375,1.0694044444444442,1.0687179999999996,1.0685936363636364,1.0683983333333333,1.0677892307692307,1.0682478571428569,1.068666666666666,1.0685375000000001,1.0682482352941176,1.068298888888889,1.068618421052631,1.0697074999999994,1.070925238095238,1.0719290909090902,1.072626956521739,1.073333333333333,1.0741799999999995,1.0748053846153847,1.0753988888888886,1.0762067857142854,1.076887931034483,1.077647
50,2015.11.10,1.07615,1.0773066666666675,1.0778699999999999,1.0789520000000004,1.0787666666666669,1.0759385714285707,1.0729237500000002,1.0710688888888886,1.0700789999999996,1.0693936363636363,1.0692233333333334,1.0689946153846153,1.068386428571428,1.068774666666666,1.069134375,1.068985294117647,1.0686872222222221,1.0687121052631574,1.0689949999999995,1.0700142857142856,1.0711627272727264,1.072112608695652,1.0727737499999996,1.0734459999999995,1.074255769230769,1.0748551851851849,1.075425714285714,1.076204827586207,1.0768633333333333
51,2015.11.11,1.07562,1.0766333333333342,1.0768849999999999,1.0774200000000003,1.078396666666667,1.078317142857142,1.0758987500000003,1.0732233333333332,1.0715239999999997,1.0705827272727273,1.0699125000000003,1.0697153846153846,1.0694678571428566,1.068868666666666,1.0692025,1.069515882352941,1.0693538888888887,1.0690521052631574,1.0690574999999995,1.0693104761904761,1.0702690909090902,1.0713565217391303,1.0722587499999996,1.0728875999999994,1.0735296153846152,1.074306296296296,1.0748824999999997,1.0754324137931037,1.0761853333333335
52,2015.11.12,1.08867,1.0801466666666677,1.0796425,1.0792420000000003,1.0792950000000001,1.079864285714285,1.0796112500000004,1.0773177777777778,1.0747679999999997,1.0730827272727272,1.0720900000000002,1.0713553846153847,1.0710692857142852,1.0707479999999994,1.07010625,1.0703476470588233,1.0705799999999999,1.070370526315789,1.0700329999999996,1.0699914285714285,1.070190454545454,1.0710691304347826,1.0720779166666663,1.0729151999999993,1.0734946153846152,1.07409037037037,1.0748192857142853,1.075357931034483,1.0758736666666668
53,2015.11.13,1.08754,1.0839433333333341,1.081995,1.0812220000000001,1.0806250000000002,1.0804728571428566,1.0808237500000004,1.0804922222222222,1.0783399999999999,1.075929090909091,1.0742875000000003,1.0732784615384616,1.0725114285714281,1.0721673333333328,1.0717975000000002,1.0711317647058822,1.0713027777777777,1.071472631578947,1.0712289999999995,1.0708666666666666,1.0707890909090905,1.0709447826086957,1.0717554166666663,1.0726963999999994,1.073477692307692,1.0740148148148145,1.074570714285714,1.075257931034483,1.0757640000000002
54,2015.11.16,1.0923,1.0895033333333342,1.0860325,1.0840560000000001,1.0830683333333335,1.0822928571428565,1.0819512500000004,1.082098888888889,1.0816729999999999,1.0796090909090912,1.0772933333333337,1.075673076923077,1.0746371428571424,1.0738306666666662,1.0734256250000003,1.0730035294117648,1.0723077777777776,1.0724078947368418,1.0725139999999995,1.072232380952381,1.0718409090909087,1.0717243478260872,1.0718345833333331,1.0725771999999996,1.0734503846153844,1.0741748148148145,1.0746678571428567,1.0751820689655174,1.0758260000000002
55,2015.11.17,1.0986,1.0928133333333343,1.0917775,1.0885460000000002,1.0864800000000001,1.0852871428571425,1.0843312500000002,1.083801111111111,1.0837489999999996,1.0832118181818182,1.081191666666667,1.0789323076923076,1.0773107142857137,1.0762346666666665,1.0753787500000003,1.0749064705882354,1.0744255555555557,1.073691578947368,1.0737174999999997,1.0737561904761905,1.0734309090909087,1.0730043478260871,1.0728441666666664,1.0729051999999997,1.073578076923077,1.0743818518518515,1.0750471428571426,1.075493103448276,1.0759626666666666
56,2015.11.18,1.09812,1.0963400000000012,1.09414,1.0930460000000002,1.0901416666666668,1.0881428571428569,1.08689125,1.0858633333333332,1.0852329999999997,1.0850554545454545,1.084454166666667,1.0824938461538463,1.0803028571428566,1.0786979999999997,1.0776025000000005,1.0767164705882355,1.0761961111111114,1.075672631578947,1.0749129999999998,1.074879523809524,1.074863636363636,1.0745043478260872,1.0740508333333332,1.0738551999999997,1.0738750000000001,1.0744870370370367,1.0752296428571426,1.0758427586206898,1.0762473333333336
57,2015.11.19,1.0951899999999999,1.0973033333333344,1.0960524999999999,1.09435,1.0934033333333335,1.090862857142857,1.0890237500000002,1.087813333333333,1.0867959999999997,1.086138181818182,1.0859000000000003,1.08528,1.0834007142857138,1.081295333333333,1.0797287500000003,1.0786370588235297,1.077742777777778,1.0771957894736839,1.0766484999999997,1.0758785714285715,1.0758027272727269,1.075747391304348,1.0753662499999999,1.0748963999999994,1.0746757692307691,1.0746644444444442,1.0752264285714284,1.0759179310344829,1.0764876666666667
58,2015.11.20,1.1002299999999998,1.0978466666666675,1.0980349999999999,1.096888,1.09533,1.0943785714285712,1.0920337500000001,1.0902688888888887,1.0890549999999997,1.0880172727272728,1.0873125000000001,1.0870023076923077,1.0863478571428566,1.0845226666666663,1.0824787500000004,1.080934705882353,1.0798366666666668,1.0789263157894733,1.0783474999999998,1.0777714285714286,1.076985454545454,1.076864782608696,1.0767674999999997,1.0763607999999996,1.0758707692307692,1.075622222222222,1.0755774999999999,1.0760886206896552,1.0767283333333337
59,2015.11.23,1.10257,1.099330000000001,1.0990274999999998,1.098942,1.0978350000000001,1.0963642857142852,1.0954025,1.0932044444444442,1.0914989999999996,1.0902836363636363,1.0892300000000001,1.0884861538461539,1.088114285714285,1.0874293333333331,1.0856506250000004,1.0836605882352943,1.0821366666666667,1.0810331578947365,1.0801084999999997,1.0795009523809524,1.078898636363636,1.0780978260869567,1.077935833333333,1.0777995999999994,1.077368846153846,1.0768596296296293,1.0765846428571426,1.076508275862069,1.0769713333333335
60,2015.11.24,1.10649,1.1030966666666677,1.1011199999999999,1.10052,1.1002,1.0990714285714283,1.09763,1.0966344444444442,1.0945329999999998,1.0928618181818182,1.0916341666666667,1.0905576923076923,1.089772142857142,1.0893393333333334,1.0886206250000006,1.0868764705882354,1.084928888888889,1.0834184210526314,1.0823059999999998,1.081364761904762,1.080727727272727,1.0800982608695655,1.079280833333333,1.0790779999999995,1.0789030769230767,1.0784474074074073,1.077917857142857,1.0776158620689653,1.0775076666666668
61,2015.11.25,1.10174,1.1036000000000012,1.1027574999999998,1.1012440000000001,1.1007233333333333,1.1004199999999997,1.099405,1.0980866666666662,1.0971449999999996,1.0951881818181817,1.0936016666666666,1.0924115384615385,1.091356428571428,1.09057,1.0901143750000006,1.0893923529411769,1.0877022222222223,1.0858136842105262,1.0843344999999998,1.0832314285714286,1.0822909090909087,1.0816413043478263,1.0809999999999997,1.0801791999999995,1.0799496153846153,1.0797488888888886,1.0792792857142854,1.0787393103448275,1.0784200000000002
62,2015.11.26,1.09903,1.1024200000000013,1.1024574999999999,1.1020120000000002,1.100875,1.1004814285714282,1.1002462499999999,1.0993633333333328,1.0981809999999996,1.0973163636363632,1.0955083333333333,1.094019230769231,1.0928842857142849,1.091868,1.0910987500000007,1.090638823529412,1.089927777777778,1.0882984210526314,1.0864744999999998,1.0850342857142858,1.0839495454545451,1.0830186956521741,1.082365833333333,1.0817211999999996,1.0809042307692307,1.080656296296296,1.0804374999999997,1.079960344827586,1.0794156666666666
63,2015.11.27,1.0997299999999999,1.100166666666668,1.1017474999999999,1.1019120000000002,1.1016316666666668,1.1007114285714281,1.1003874999999999,1.1001888888888882,1.0993999999999995,1.0983218181818177,1.0975174999999997,1.0958330769230769,1.094427142857142,1.0933406666666667,1.0923593750000007,1.0916064705882358,1.0911438888888894,1.0904436842105263,1.0888699999999998,1.0871057142857143,1.0857022727272723,1.0846356521739133,1.0837149999999998,1.0830603999999995,1.0824138461538462,1.0816014814814812,1.0813374999999998,1.0811027586206896,1.0806193333333334
64,2015.11.30,1.09725,1.0986700000000014,1.0994374999999998,1.1008480000000003,1.101135,1.1010057142857141,1.10027875,1.1000388888888883,1.0998949999999996,1.099204545454545,1.0982324999999997,1.0974969230769231,1.0959342857142849,1.0946153333333333,1.0935850000000007,1.0926470588235297,1.0919200000000004,1.0914652631578947,1.0907839999999998,1.0892690476190476,1.0875668181818179,1.0862043478260872,1.0851612499999999,1.0842563999999995,1.0836061538461537,1.082963333333333,1.0821603571428569,1.0818862068965518,1.081641
65,2015.12.01,1.0962399999999999,1.0977400000000015,1.0980624999999997,1.0987980000000002,1.10008,1.100435714285714,1.1004099999999999,1.0998299999999996,1.0996589999999995,1.0995627272727269,1.0989574999999998,1.0980792307692306,1.097407142857142,1.0959546666666669,1.0947168750000005,1.0937411764705887,1.092846666666667,1.0921473684210528,1.0917039999999998,1.0910438095238097,1.0895859090909086,1.0879439130434785,1.0866224999999996,1.0856043999999994,1.0847173076923076,1.0840740740740737,1.0834374999999998,1.0826458620689654,1.0823646666666666
66,2015.12.02,1.0998299999999999,1.0977733333333346,1.0982624999999997,1.0984160000000003,1.09897,1.1000442857142854,1.1003599999999998,1.1003455555555552,1.0998299999999994,1.0996745454545451,1.0995849999999998,1.0990246153846153,1.0982042857142849,1.0975686666666669,1.0961968750000006,1.0950176470588238,1.0940794444444448,1.0932142105263158,1.0925315,1.0920909523809528,1.0914431818181816,1.0900313043478262,1.0884391666666664,1.0871507999999994,1.0861515384615383,1.0852770370370368,1.0846367857142856,1.0840027586206895,1.0832186666666666
